nodes,connection
"(607, 1502)",0
"(708, 1524)",0
"(651, 1510)",0
"(423, 692)",0
"(721, 1136)",0
"(482, 950)",0
"(1132, 1430)",0
"(835, 1358)",0
"(822, 1182)",0
"(1173, 1462)",0
"(595, 1345)",0
"(600, 1336)",0
"(1174, 1443)",0
"(885, 1310)",0
"(651, 1004)",0
"(453, 1595)",0
"(1413, 1573)",0
"(1252, 1317)",0
"(496, 1217)",0
"(569, 1060)",0
"(1024, 1272)",0
"(865, 1484)",0
"(471, 618)",0
"(1026, 1356)",0
"(441, 734)",0
"(355, 654)",0
"(552, 1037)",0
"(813, 1452)",0
"(834, 1348)",0
"(531, 1141)",0
"(1387, 1516)",0
"(777, 1391)",0
"(383, 690)",0
"(1391, 1442)",0
"(1191, 1342)",0
"(681, 1267)",0
"(711, 1355)",0
"(760, 1307)",0
"(582, 1280)",0
"(1340, 1546)",0
"(413, 442)",0
"(474, 957)",0
"(963, 984)",0
"(325, 395)",0
"(480, 1371)",0
"(1017, 1386)",0
"(469, 1241)",0
"(453, 1572)",0
"(687, 775)",0
"(1301, 1453)",0
"(836, 1034)",0
"(842, 1155)",0
"(540, 874)",0
"(396, 454)",0
"(669, 1425)",0
"(1210, 1558)",0
"(406, 1003)",0
"(455, 909)",0
"(699, 826)",0
"(806, 1524)",0
"(1137, 1426)",0
"(314, 1168)",0
"(821, 966)",0
"(975, 1511)",0
"(834, 974)",0
"(1201, 1594)",0
"(797, 1272)",0
"(1250, 1284)",0
"(619, 1160)",0
"(1007, 1101)",0
"(918, 1362)",0
"(1076, 1111)",0
"(953, 1019)",0
"(406, 919)",0
"(730, 1210)",0
"(445, 1263)",0
"(650, 950)",0
"(612, 1577)",0
"(447, 837)",0
"(451, 715)",0
"(601, 1091)",0
"(894, 1025)",0
"(496, 1473)",0
"(905, 968)",0
"(589, 1026)",0
"(1483, 1526)",0
"(867, 1129)",0
"(1135, 1584)",0
"(400, 533)",0
"(1478, 1566)",0
"(463, 623)",0
"(579, 1345)",0
"(1078, 1518)",0
"(577, 1377)",0
"(463, 665)",0
"(375, 847)",0
"(451, 888)",0
"(675, 1396)",0
"(403, 1096)",0
"(570, 1324)",0
"(899, 1541)",0
"(473, 1004)",0
"(945, 1480)",0
"(326, 1519)",0
"(810, 1228)",0
"(929, 1230)",0
"(1403, 1472)",0
"(644, 845)",0
"(391, 602)",0
"(306, 1376)",0
"(1152, 1460)",0
"(313, 956)",0
"(427, 641)",0
"(1099, 1484)",0
"(612, 613)",0
"(978, 1076)",0
"(415, 480)",0
"(426, 522)",0
"(1572, 1591)",0
"(1313, 1314)",0
"(1243, 1590)",0
"(411, 935)",0
"(735, 1487)",0
"(1167, 1453)",0
"(624, 1191)",0
"(1323, 1575)",0
"(635, 958)",0
"(1336, 1457)",0
"(455, 587)",0
"(837, 1581)",0
"(893, 1528)",0
"(1051, 1557)",0
"(447, 1598)",0
"(609, 1115)",0
"(532, 924)",0
"(498, 1330)",0
"(602, 868)",0
"(573, 1331)",0
"(517, 1418)",0
"(457, 508)",0
"(1254, 1568)",0
"(1091, 1539)",0
"(544, 714)",0
"(505, 1512)",0
"(572, 1395)",0
"(594, 1440)",0
"(709, 1273)",0
"(1305, 1489)",0
"(578, 1357)",0
"(1395, 1407)",0
"(883, 1049)",0
"(927, 1128)",0
"(700, 985)",0
"(380, 1465)",0
"(978, 1039)",0
"(748, 1414)",0
"(334, 645)",0
"(1032, 1307)",0
"(1456, 1547)",0
"(829, 1014)",0
"(1128, 1572)",0
"(711, 723)",0
"(576, 1060)",0
"(315, 1544)",0
"(316, 1220)",0
"(888, 1489)",0
"(965, 1302)",0
"(632, 685)",0
"(637, 1309)",0
"(625, 697)",0
"(304, 1525)",0
"(893, 1269)",0
"(803, 1451)",0
"(596, 666)",0
"(723, 1570)",0
"(925, 1433)",0
"(337, 1457)",0
"(401, 1416)",0
"(920, 1393)",0
"(513, 1178)",0
"(365, 1376)",0
"(600, 1095)",0
"(359, 568)",0
"(576, 1520)",0
"(571, 677)",0
"(861, 907)",0
"(884, 1124)",0
"(538, 1578)",0
"(329, 1237)",0
"(1105, 1128)",0
"(356, 537)",0
"(304, 1049)",0
"(301, 1277)",0
"(759, 936)",0
"(417, 1569)",0
"(555, 739)",0
"(557, 1323)",0
"(398, 1027)",0
"(481, 1196)",0
"(1153, 1179)",0
"(1018, 1242)",0
"(359, 648)",0
"(1083, 1580)",0
"(526, 1032)",0
"(347, 458)",0
"(447, 1481)",0
"(901, 966)",0
"(572, 1358)",0
"(1500, 1529)",0
"(378, 915)",0
"(918, 1011)",0
"(829, 1009)",0
"(774, 1326)",0
"(324, 1367)",0
"(713, 1570)",0
"(684, 1529)",0
"(469, 1513)",0
"(700, 711)",0
"(369, 710)",0
"(518, 833)",0
"(301, 999)",0
"(313, 526)",0
"(600, 791)",0
"(629, 1176)",0
"(425, 962)",0
"(524, 719)",0
"(536, 641)",0
"(546, 941)",0
"(306, 1269)",0
"(1378, 1392)",0
"(502, 1573)",0
"(1157, 1462)",0
"(1139, 1440)",0
"(593, 1491)",0
"(521, 1218)",0
"(1237, 1335)",0
"(339, 1432)",0
"(872, 1558)",0
"(787, 916)",0
"(488, 598)",0
"(427, 1126)",0
"(1100, 1426)",0
"(617, 802)",0
"(927, 1423)",0
"(1237, 1461)",0
"(876, 1309)",0
"(906, 1400)",0
"(460, 1429)",0
"(874, 1305)",0
"(1002, 1519)",0
"(545, 856)",0
"(1136, 1301)",0
"(562, 1005)",0
"(307, 1077)",0
"(843, 893)",0
"(642, 1080)",0
"(503, 1094)",0
"(1262, 1560)",0
"(489, 584)",0
"(544, 1063)",0
"(1331, 1477)",0
"(773, 1257)",0
"(929, 969)",0
"(1204, 1596)",0
"(1023, 1109)",0
"(1177, 1400)",0
"(848, 977)",0
"(726, 1449)",0
"(763, 1267)",0
"(779, 911)",0
"(406, 1361)",0
"(508, 1406)",0
"(1059, 1575)",0
"(490, 737)",0
"(1246, 1496)",0
"(373, 429)",0
"(903, 1019)",0
"(764, 1549)",0
"(527, 1006)",0
"(850, 1171)",0
"(547, 1372)",0
"(1520, 1551)",0
"(414, 610)",0
"(849, 1258)",0
"(306, 1062)",0
"(385, 604)",0
"(1067, 1361)",0
"(1073, 1144)",0
"(979, 1026)",0
"(791, 1464)",0
"(355, 791)",0
"(718, 1430)",0
"(710, 813)",0
"(534, 1475)",0
"(1295, 1367)",0
"(1426, 1499)",0
"(1134, 1528)",0
"(1200, 1327)",0
"(531, 1180)",0
"(1415, 1437)",0
"(1106, 1538)",0
"(551, 1193)",0
"(391, 695)",0
"(823, 1028)",0
"(561, 1318)",0
"(440, 1048)",0
"(900, 1182)",0
"(1176, 1316)",0
"(614, 1282)",0
"(1178, 1512)",0
"(887, 1524)",0
"(711, 1157)",0
"(1354, 1372)",0
"(1248, 1262)",0
"(1067, 1099)",0
"(304, 607)",0
"(528, 616)",0
"(554, 984)",0
"(616, 796)",0
"(843, 1371)",0
"(381, 1559)",0
"(346, 1399)",0
